"","date","time","people","status","title","content"
"85","<U+00A0>105/08/19","<U+00A0>18:55:00","<U+00A0>于耀國","<U+00A0>執行副總經理","<U+00A0>
代子公司力垣企業(股)公司公告減資變更登記完成。","1.主管機關核准減資日期:105/08/18
2.辦理資本變更登記完成日期:105/08/18
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
減資前-實收資本額為新台幣729,231,200元，流通在外股數為72,923,120股，
每股淨值為新台幣14.65元。
減資後-實收資本額為新台幣320,000,000元，流通在外股數為32,000,000股，
每股淨值為新台幣20.60元。
4.預計換股作業計畫:不適用。
5.預計減資新股上市後之上市普通股股數:不適用。
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
 （減資後上市普通股股數/減資後已發行普通股股數）:不適用。
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
  之因應措施:不適用。
8.其他應敘明事項:
本公司於105年8月19日收到新北市政府105年8月18日新北府經司字第1055304025號函
核准減資變更登記，特此公告。"
"86","<U+00A0>105/08/19","<U+00A0>18:57:40","<U+00A0>沈道邦","<U+00A0>財務長","<U+00A0>
代重要子公司S3 Graphics Co., Ltd.公告法人改派董事代表人","1.發生變動日期:105/08/19
2.法人名稱:HTC Investment One (BVI) Corporation
3.舊任者姓名及簡歷:王文淵
4.新任者姓名及簡歷:沈道邦
5.異動原因:法人改派董事
6.原任期（例xx/xx/xx至xx/xx/xx）:不適用
7.新任生效日期:105/08/19
8.其他應敘明事項:無"
"87","<U+00A0>105/08/19","<U+00A0>19:03:42","<U+00A0>吳一揆","<U+00A0>總經理","<U+00A0>
代子公司中國信託綜合證券股份有限公司公告民國92~95年
營利事業所得稅行政訴訟案判決結果","1.法律事件之當事人:原告:中國信託金融控股股份有限公司，被告:財政部臺北國稅局
2.法律事件之法院名稱或處分機關:臺北最高行政法院
3.法律事件之相關文書案號:105年度判字第386~388及390號
4.事實發生日:105/08/19
5.發生原委(含爭訟標的):本公司92~95年度營利事業所得稅結算申報，遭台北市國稅局
以認購權證自留款部位應加計營業收入，並否准認列發行認購權證避險損費，調整課稅
所得。另補繳稅款按日加計利息,以稅捐機關繳款通知書上金額為準。
6.處理過程:已依法申請復查、訴願及行政訴訟均遭駁回，遂向最高行政法院提起上訴,
最高行政法院判決本公司「上訴駁回」。
7.對公司財務業務影響及預估影響金額:權證部分影響稅額為1,081,298仟元，本公司業
已提列820,190仟元，不足稅額261,108仟元已調整入105年上半年財務報告，並經董事
會通過。上述訴訟判決結果不致影響本公司營運。
8.因應措施及改善情形:針對本案判決結果，擬研議後另採因應措施。
9.其他應敘明事項:無。"
"88","<U+00A0>105/08/19","<U+00A0>22:41:59","<U+00A0>林瑞雲","<U+00A0>副總經理","<U+00A0>
代本公司之子公司兆豐國際商業銀行股份有限公司公告
其紐約分行遭美國紐約州金融監理機關裁罰事件","1.事實發生日:105/08/19
2.公司名稱:兆豐國際商業銀行股份有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:不適用
5.發生緣由:本公司子銀行兆豐國際商業銀行股份有限公司遭美國紐約州
 金融監理機關以該行紐約分行所建立之防制洗錢遵循計畫未能有效執行
 而予裁罰一億八仟萬美元。
6.因應措施:兆豐國際商業銀行股份有限公司將與美國紐約州金融監理機關簽署
 Consent Order，並委任專業顧問公司協助改善相關缺失。
7.其他應敘明事項:罰鍰將直接影響兆豐國際商業銀行之獲利，
 由於該行近兩年稅前盈餘均佳，雖尚可承受，惟仍對今年之獲利有所衝擊。"
"89","<U+00A0>105/08/18","<U+00A0>17:30:08","<U+00A0>陳泳仁","<U+00A0>財務部經理","<U+00A0>
本公司受群益金鼎證券邀請參加法人說明會","符合條款第四條第XX款：12
事實發生日：105/08/19
1.召開法人說明會之日期：105/08/19
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：群益金融大樓15樓 (台北市信義區松仁路101號15樓)
4.法人說明會擇要訊息：本公司受群益金鼎證券邀請參加法人說明會
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"90","<U+00A0>105/08/18","<U+00A0>17:30:23","<U+00A0>李志良","<U+00A0>中國區總經理","<U+00A0>
公告本公司調整配息率","1.董事會或股東會決議日期:105/08/18
2.原發放股利種類及金額:
 股東現金股利新台幣443,565,670元(每股盈餘分配5.25元)
3.變更後發放股利種類及金額:
 股東現金股利新台幣443,565,670元(每股盈餘分配5.22786369元)
4.變更原因:本公司因員工認股權之行使，致使流通在外股份產生變動，
依實際流通在外普通股股數調整股東配息率。
5.其他應敘明事項:
(1)以上股利係依實際流通在外普通股股數84,846,449股計算。
(2)經民國105年8月4日董事會授權董事長依實際流通在外普通股股數計算
調整配息率。
(3)現金股利發放日為民國105年10月05日。"
"91","<U+00A0>105/08/18","<U+00A0>17:50:44","<U+00A0>柯賢仁","<U+00A0>協理","<U+00A0>
公告本公司解除並終止於104年1月29日簽訂之土地合建
暨共同投資興建契約","1.事實發生日:105/08/18
2.公司名稱:力麒建設股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:依據民國104年1月29日本公司董事會決議，與聚展建
設開發(股)公司簽訂土地合建暨共同投資興建契約，因擴大合作
基地範圍等相關事宜，致原合約條件有重大變更，故經本公司
105年8月18日董事會決議與之解除並終止原土地合建暨共同投資
興建契約。
6.因應措施:無
7.其他應敘明事項:無"
"92","<U+00A0>105/08/18","<U+00A0>17:58:07","<U+00A0>柯賢仁","<U+00A0>協理","<U+00A0>
公告本公司簽訂新北市永和區永安段土地合建暨共同投資興建契約","1.契約種類:合建分屋契約
2.事實發生日:105/8/18~105/8/18
3.契約相對人及其與公司之關係:
契約相對人：聚展建設開發(股)公司(地主代表方及共同興建方)。
與公司之關係：非本公司之關係人。
4.契約主要內容（含契約總金額、預計參與投入之金額及契約起迄日期）
、限制條款及其他重要約定事項:
1.基地範圍：新北市永和區永安段666地號等125筆土地，面積約2136.76坪。
2.合建分配比例：地主53.5%；建方46.5%。
3.建方投資比例：聚展建設25%；本公司75%。
4.本公司預計參與投入金額：約新台幣352,000萬元。
5.專業估價者事務所或公司名稱及其估價結果:
鑑價中，俟二周內補行公告。
6.不動產估價師姓名:
鑑價中，俟二周內補行公告。
7.不動產估價師開業證書字號:
鑑價中，俟二周內補行公告。
8.取得之具體目的:
合作興建住宅大樓出售。
9.本次交易表示異議之董事意見:
無。
10.本次交易為關係人交易:否
11.董事會通過日期:
不適用。
12.監察人承認或審計委員會同意日期:
不適用。
13.估價報告是否為限定價格、特定價格或特殊價格:否
14.是否尚未取得估價報告:是
15.尚未取得估價報告之原因:
鑑價中，俟二周內補行公告。
16.與交易金額比較有重大差異原因及會計師意見:
不適用。
17.其他敘明事項:
無。"
"93","<U+00A0>105/08/18","<U+00A0>18:03:05","<U+00A0>劉璧維","<U+00A0>副總經理","<U+00A0>
代重要子公司昶洧香港公司公告董事變動已達1/3","1.發生變動日期:105/08/18
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、
自然人董事或自然人監察人）:自然人董事
3.舊任者職稱、姓名及簡歷:楊文慶    正信國際法律事務所律師
4.新任者職稱、姓名及簡歷:遺缺待補
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」或「新任」）:辭職
6.異動原因:公務繁忙辭任
7.新任者選任時持股數:不適用
8.原任期（例xx/xx/xx ~ xx/xx/xx）:105/04/19~106/04/19
9.新任生效日期:遺缺待補，不適用
10.同任期董事變動比率:1/3
11.同任期獨立董事變動比率:無
12.同任期監察人變動比率:無
13.屬三分之一以上董事發生變動（請輸入是或否）:是
14.其他應敘明事項:無"
"94","<U+00A0>105/08/18","<U+00A0>18:04:58","<U+00A0>黃文章","<U+00A0>董事長","<U+00A0>
澄清今周刊1026期第68頁倒數第二段報導內容","1.事實發生日:105/08/18
2.公司名稱:霹靂國際多媒體股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用。
5.傳播媒體名稱:今周刊。
6.報導內容:
法人預估，東離劍遊紀在日本營收可逾新台幣一億元，淨利逾三千萬元，以霹靂
持股比率推算，貢獻每股盈餘約0.5元。
7.發生緣由:
(1)報導所載之訊息，均屬該新聞媒體自行推敲揣測之數據，本公司並未對外提供
   及說明該等資料。
(2)報導所載之”法人預估，東離劍遊紀在日本營收可逾新台幣一億元，淨利逾三
　 千萬元，以霹靂持股比率推算，貢獻每股盈餘約0.5元”，均屬新聞媒體自行　
   推敲揣測之數據，本公司並未對外提供及說明該等資料。
(3)另本公司各項財務資訊及其他資訊，皆依法於期限內公告，相關內容請參閱公
   開資訊觀測站。
8.因應措施:本公司發佈重大訊息，澄清媒體報導。
9.其他應敘明事項:無。"
"95","<U+00A0>105/08/18","<U+00A0>18:12:44","<U+00A0>陳偉文","<U+00A0>副總經理","<U+00A0>
本公司經櫃買中心同意自105年8月19日起恢復交易","1.事實發生日:105/08/18
2.本公司因有重大訊息待公布，經櫃買中心同意暫停交易日期:105/08/18
3.本公司已完整說明暫停交易事由之相關訊息或已無暫停交易
之必要，經櫃買中心同意恢復交易日期:105/08/19"
"96","<U+00A0>105/08/18","<U+00A0>18:14:04","<U+00A0>謝東波","<U+00A0>財務長","<U+00A0>
更正105年第一季財報第99頁資金貸與他人之內容及第106頁
母子公司間業務關係及重要交易往來情形之內容","1.事實發生日:105/08/18
2.公司名稱:樂陞科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:一之鄉股份有限公司對樂陞科技股份有限公司實際動支金額修正
6.更正資訊項目/報表名稱:105年第一季財報附表一：資金貸與他人及附件七：
母子公司間業務關係及重要交易往來情形
7.更正前金額/內容/頁次:一.22,000仟元/附表一資金貸與他人，一之鄉股份有
限公司對樂陞科技有限公司實際動支金額/99頁
二.22,000仟元/附表七母子公司間業務關係及重要交易往來情形，一之鄉公司
對樂陞公司其他應收款/106頁
8.更正後金額/內容/頁次::一.32,000仟元/附表一資金貸與他人，一之鄉股份有
限公司對樂陞科技有限公司實際動支金額/99頁
二.32,000仟元/附表七母子公司間業務關係及重要交易往來情形，一之鄉公司
對樂陞公司其他應收款/106頁
9.因應措施:發布重大訊息更正並重新輸入公開資訊觀測站
10.其他應敘明事項:無"
"97","<U+00A0>105/08/18","<U+00A0>18:52:37","<U+00A0>張念原","<U+00A0>執行長","<U+00A0>
公告本公司TMB-355臨床三期試驗主要評估指標結果將於
IDWeek 2016感染性疾病研討會中發表","1.事實發生日:105/08/18
2.公司名稱:中裕新藥
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
中裕新藥接獲IDWeek感染性疾病研討會通知，本公司TMB-355(Ibalizumab)臨床三期試驗
(study-301)主要評估指標結果的摘要已被接受並且被選為late breaker口頭報告
(註：late breaker是相當競爭的，只有最新研究會被考慮，被接受機率小於百分之十)
IDWeek研討會將於2016年10月26日至30日於美國紐奧良舉行。Jay Lalezari醫師(Quest
臨床試驗中心醫學總監及加州大學舊金山分校醫學院臨床助理教授)將會在2016年10月
29日發表此臨床試驗主要評估指標的詳細數據。
6.因應措施:無
7.其他應敘明事項:
新藥開發時程長、投入經費高且未保證一定能成功，此等可能使投資面臨風險，
投資人應審慎判斷謹慎投資。"
"98","<U+00A0>105/08/18","<U+00A0>18:54:24","<U+00A0>羅美煒","<U+00A0>財務長","<U+00A0>
代重要子公司PixArt International (SAMOA)Ltd.公告
董事會決議通過盈餘分派案","1.董事會決議日期:105/08/18
2.發放股利種類及金額:美金500萬元
3.其他應敘明事項:
　本公司100%持股PixArt International (SAMOA)Ltd.，配發股利全數匯回原相科技
　股份有限公司。
4.普通股每股面額欄位(新台幣/元):不適用。"
"99","<U+00A0>105/08/18","<U+00A0>19:42:15","<U+00A0>顏蘋","<U+00A0>財務長","<U+00A0>
本公司受邀參加櫃買中心舉辦之法人說明會。","符合條款第四條第XX款：12
事實發生日：105/08/19
1.召開法人說明會之日期：105/08/19
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：台北花園大酒店2F國際廳(台北市中正區中華路二段1號)
4.法人說明會擇要訊息：本公司受邀參加櫃買中心舉辦之法人說明會
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"100","<U+00A0>105/08/19","<U+00A0>08:09:09","<U+00A0>張國忠","<U+00A0>總經理","<U+00A0>
公告本公司內部稽核主管異動","1.人員變動別（請輸入發言人、代理發言人、重要營運主管之名稱、財務主管、會計主
管、研發主管、內部稽核主管或訴訟及非訟代理人）:內部稽核主管
2.發生變動日期:105/08/19
3.舊任者姓名、級職及簡歷:王志國，大展證券總稽核，曾任群益證券稽核及大展證券
稽核。
4.新任者姓名、級職及簡歷:新任稽核主管待董事會通過聘任後另行公布。
循部主管。
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:辭職
6.異動原因:舊任者辭職。
7.生效日期:105/08/19
8.新任者聯絡電話:無。
9.其他應敘明事項:不適用。"
"101","<U+00A0>105/08/19","<U+00A0>08:46:07","<U+00A0>陳宗燦","<U+00A0>副總經理","<U+00A0>
公告本公司名稱由「安茂微電子股份有限公司」
更名為「鑫龍騰開發股份有限公司」","1.事實發生日:105/07/11
2.公司名稱:鑫龍騰開發股份有限公司(原名:安茂微電子股份有限公司)
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:不適用
6.報導內容:不適用
7.發生緣由:
(1)本公司於105年6月23日經股東常會決議通過公司更名案，並經經濟部於105年
7月5日經授商字第10501148420號函核准在案。
(2)本公司原名稱由『安茂微電子股份有限公司』，變更為『鑫龍騰開發股份有限公司』
(3)股票簡稱原名為『安茂』變更為『鑫龍騰』，股票代號仍為『3188』。
(4)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
8.因應措施:
依財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則第9條之1
規定，連續公告三個月。
9.其他應敘明事項:本公司於105年7月11日接獲經濟部商業司核准函。"
"102","<U+00A0>105/08/19","<U+00A0>09:16:12","<U+00A0>葉俊良","<U+00A0>總經理","<U+00A0>
公告本公司名稱由「沛波國際股份有限公司」更名為「沛波
鋼鐵股份有限公司」","1.事實發生日:105/07/21
2.公司名稱:沛波鋼鐵股份有限公司(原名稱：沛波國際股份有限公司)
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
(1)依據本公司於105年06月29日股東常會決議通過變更公司名稱，業經台北市政府105年
07月21日府產業商字第10589832800號函核准，本公司名稱由「沛波國際股份有限公司」
更名為「沛波鋼鐵股份有限公司」。
(2)本公司英文名稱由「TMP International Corporation」變更為
「TMP Steel Corporation 」。
(3)上櫃股票代號未變動，仍為「6248」。
(4)有關本公司更名全面換發有價證券等相關事宜，俟日期確定後，另行公告。
6.因應措施:依據財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務
規則第九條之一規定，連續公告三個月。
7.其他應敘明事項:無。"
"103","<U+00A0>105/08/19","<U+00A0>09:26:59","<U+00A0>柳夜沙","<U+00A0>副總經理","<U+00A0>
公告本公司105年07月底自結合併報表之負債比率、
流動比率、速動比率","1.事實發生日:105/08/31
2.發生緣由:依據財團法人中華民國證券櫃檯買賣中心102年
12月12日證櫃監字第1020201163號函要求公告辦理。
3.財務資訊年度月份:105/07/31
4.自結流動比率:83.62%
5.自結速動比率:62.83%
6.自結負債比率:69.39%
7.因應措施:
於每月月底前公告申報自結合併財務報告截至前一月底之負債
比率、流動比率及速動比率，直至自結合併財務報告負債比率
下降至60%以下。
8.其他應敘明事項:無。"
"104","<U+00A0>105/08/19","<U+00A0>09:37:18","<U+00A0>楊吉裕","<U+00A0>財務長","<U+00A0>
澄清媒體報導","1.事實發生日:105/08/19
2.公司名稱:聯亞光電工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:工商時報及電子時報
6.報導內容:
 (1)工商時報「點亮矽晶片 英特爾矽光模組 量產出貨」內文所述:「... 英特爾矽光
    計畫中的磊晶合作夥伴聯亞光電成為最大受惠者...」
 (2)電子時報「英特爾矽光100G光學收發器正式出貨 聯亞吞大單」內文所述:「...英
    特爾矽光計畫中的重要重要磊晶供應鏈聯亞光電，受惠矽光100G光學收發器出貨，
    業績可望再躍進...」
7.發生緣由:因應媒體報導澄清
8.因應措施:
 (1)本公司未曾公告特定客戶及財務預測等資訊，上述內容屬媒體推測，予以澄清。
 (2)有關本公司財務及業務資訊，請以本公司公告於公開資訊觀測站之資料為準。
9.其他應敘明事項:無。"
"105","<U+00A0>105/08/19","<U+00A0>10:44:52","<U+00A0>何山壯","<U+00A0>財務/會計主管","<U+00A0>
澄清105年08月19日工商時報B4版、蘋果日報B1版、
經濟日報C6版報導","1.事實發生日:105/08/19
2.公司名稱:詩肯股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:工商時報B4版、蘋果日報B1版、經濟日報C6版
6.報導內容:本公司並未公告財務預測，報導所載”預估今年合併營收約
17.22億元，年增率0.8％，稅後淨利約2.6億至3億元，EPS約6元以上，
純屬媒體與法人善意預估。
7.發生緣由:不適用
8.因應措施:發佈重大訊息說明。
9.其他應敘明事項:以上之報導係屬法人及媒體自行臆測及善意推估，本公司
並無對外公告財務預測，有關公司之營運計劃、營收等資訊，應以本公司公告
之訊息為準，特此澄清。"
"106","<U+00A0>105/08/19","<U+00A0>11:20:13","<U+00A0>單香萍","<U+00A0>財務長","<U+00A0>
公告本公司財務資訊","1.事實發生日:105/08/19
2.公司名稱:台灣原生藥用植物股份有限公司(原名稱:美嘉生電股份有限公司)
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:依證券櫃檯買賣中心來函辦理。
(1)截至本週五(105/08/19)未受限制之現金及約當現金餘額62,428仟元。
(2)截至下週五(105/08/26)預計未受限制之現金及約當現金餘額62,414仟元。
(3)預計於下週到期之應付票據金額0仟元、含應償還之銀行借款金額0仟元、
   應支付之其他款項14仟元,下周預計收款及入款約0仟元。
6.因應措施:無
7.其他應敘明事項:無"
"107","<U+00A0>105/08/19","<U+00A0>11:25:31","<U+00A0>田秀英","<U+00A0>財務長","<U+00A0>
澄清經濟日報C5版媒體報導","1.事實發生日:105/08/19
2.公司名稱:展旺生命科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:經濟日報C5版
6.報導內容:經濟日報C5版「展旺針劑攻美 明年要盈」一文。
經濟日報C5版報載本公司：「...下半年針劑產品占營收比重上看四成，今年現金流也將
轉正，明年可望開始獲利並進入高成長期...」及「...厄他培南與胜月太也是公司下階
段明星品項，其中，厄他培南的生產基地已經在今年中接受美國食品藥物管理署（FDA）
查廠完成，明年初將有機會取得藥證...」等相關報導，純屬媒體之自行推測。
7.發生緣由:因應媒體報導澄清。
8.因應措施:發佈重大訊息說明。
9.其他應敘明事項:
1.本公司未對外界提供任何預測性財務資訊，有關財務或業務資訊應以本公司公佈於公
開資訊觀測站之資料為主。
2.藥品由開發至銷售時程長、投入研發經費高且並未保證一定能成功，藥證實際取得情
形應以本公司公佈於公開資訊觀測站之資料為主。"
"108","<U+00A0>105/08/19","<U+00A0>11:43:21","<U+00A0>陳偉文","<U+00A0>副總經理","<U+00A0>
澄清105/08/19之媒體報導","1.事實發生日:105/08/19
2.公司名稱:環球晶圓股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:工商時報、自由時報、台灣蘋果日報及經濟日報
6.報導內容:
有關本公司本公司收購新加坡商SunEdison SEMICONDUCTOR（SEMI）之報導
(1)工商時報A3版
合併後的環球晶圓年營收隨之暴增，有望成為400億元營收大戶。...若符合內部預
期，在今年底前完成合併大業，明年年營收可望較今年激增1.5倍，至400億元。
(2)自由時報C02版
收購案預計今年底完成，環球晶圓董事長徐秀蘭表示，收購完成後，新環球晶圓將成全
球第3大半導體矽晶圓供應商，總營收規模粗估將達400億台幣，比去年營收增加1.6倍。
(3)台灣蘋果日報A8版
收購完成後，環球晶圓年營收上看400億元，全球市佔率也從目前的6%（第6名），跳升
至17%，成為全球第3大矽晶圓廠。分析師表示肯定，認為兩家重疊性低，將能發揮綜效
，預料今年將可貢獻15億的營收。
元富投顧總經理劉坤錫分析，環球晶圓購併SEMI後，今年應能貢獻5000萬美元（約15億
元台幣）的營收。
(4)經濟日報A3版
環球晶目前全球市占排第六，若要再增加SEMI產能規模，估計要投入25億美元、兩年建
廠時間，才能完成。
7.發生緣由:因應媒體報導澄清
8.因應措施:申報公開資訊觀測站澄清
9.其他應敘明事項:
(1)本公司並未對外界提供任何預測性財務資訊，且公司亦未對外公開揭露財務預測資訊
，如有相關事項本公司將依據法令規定辦理公告。
(2)媒體報導所提，年營收增加至400億元，係以104年度SUNEDISON SEMICONDUCTOR年營
收折合台幣約240億元，再加計環球晶圓約160億元估算，本公司並未對外提供相關預測
性財務資訊，相關財務與業務訊息，請以本公司於公開觀測站之公告為準。"
"109","<U+00A0>105/08/19","<U+00A0>11:49:59","<U+00A0>包金昌","<U+00A0>財務兼會計主管","<U+00A0>
公告本公司名稱由「卓韋光電股份有限公司」
更名為「群富通科技股份有限公司」","1.事實發生日:105/08/19
2.公司名稱:群富通科技股份有限公司(原名稱:卓韋光電股份有限公司)
3.與公司關係(請輸入本公司或子公司):不適用
4.相互持股比例:不適用
5.發生緣由:
(一)本公司於105年6月15日經股東常會決議通過變更公司名稱，
業經經濟部於105年6月30日經授中字第10533999000號函核准變更登記，
本公司原中文名稱「卓韋光電股份有限公司」變更為「群富通科技股份有限公司」。
(二)公司英文名稱未變更，仍為『Join Well Technology Co., Ltd.』。
(三)上櫃股票代號未變動，仍為『3629』。
(四)本公司更名全面換發股票相關事宜，將依法令規定輸入公開資訊觀測站通知各股
東。
6.因應措施:
依據財團法人中華民國證券櫃檯買賣中心證券商營業處所買賣有價證券業務規則
第9條之1規定，連續公告3個月。
7.其他應敘明事項:
本公司於105年7月6日接獲經濟部核准函。"
"110","<U+00A0>105/08/19","<U+00A0>11:54:48","<U+00A0>陳樂群(暫代)","<U+00A0>協理","<U+00A0>
澄清媒體之相關報導","1.事實發生日:105/08/19
2.公司名稱:元太科技工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:工商時報及經濟日報
6.報導內容:
 (1)工商時報
 報導標題:電子紙應用增 元太本季業績 看增2成
 報導內容:
 …市場預期元太第3季營收成長率上看20％…
 …法人預估，元太第3季營收將突破40億元，季成長率上看20％。
 (2)經濟日報
 報導標題:元太轉運 業績將季季高 電子紙多元新應用發酵
 報導內容:
 …元太搶進Google模組化手機Ara開發陣營…電子紙次螢幕的獨家供應商…
 …挑戰全年EPS賺2元的目標，重拾2010年EPS賺3.81元，2011年每股大賺
 6.05元的風光歲月。
7.發生緣由:
澄清媒體之相關報導
8.因應措施:
針對媒體報導，本公司並未對外發佈任何相關訊息，特此澄清說明，
有關公司財務及業務資訊，以「公開資訊觀測站」公告為準。
9.其他應敘明事項:無"
"111","<U+00A0>105/08/19","<U+00A0>11:56:28","<U+00A0>潘銘雄","<U+00A0>財務副總","<U+00A0>
澄清媒體報導","1.事實發生日:105/08/18
2.公司名稱:Ginko International Co., Ltd.
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:無
5.傳播媒體名稱:105/08/18財訊快報
6.報導內容:
個股：金可-KY(8406)下半年業績動能強，法人估今年賺近兩個股本
7.發生緣由:【105/8/18  財訊快報 報導】…日本市場預計第四季開始銷售，
..........法人估全年營收成長10-15%，超過68億元，下半年可望賺逾一個股
本，全年度的EPS預估逾19.5元，再創歷史新高。
有關報導未來銷售增長預測純屬法人自行推估，本公司並未對外發布相關訊息。
本公司之財務業務資訊，應以實際公告為準。
8.因應措施:無
9.其他應敘明事項:無"
"112","<U+00A0>105/08/19","<U+00A0>13:45:28","<U+00A0>林鴻鵬","<U+00A0>經理","<U+00A0>
公告本公司取得〝高雄海洋文化及流行音樂中心〞及〝高雄
捷運R11永久車站〞新梯訂單","1.事實發生日:105/08/19
2.公司名稱:崇友實業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:不適用
6.報導內容:不適用
7.發生緣由:本公司取得〝高雄海洋文化及流行音樂中心〞及〝高雄捷運R11永久車站〞新
          梯訂單，兩案電梯/電扶梯共52台，契約金額合計近新台幣1.34億元，預計於
          2019年完工驗收。
8.因應措施:發布重大訊息公告。
9.其他應敘明事項:無。"
"113","<U+00A0>105/08/19","<U+00A0>13:49:25","<U+00A0>葉東明","<U+00A0>總經理","<U+00A0>
說明本公司投資餐飲事業進度","1.事實發生日:105/08/19
2.公司名稱:宏森光電科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:105/08/03董事會通過擬投資餐飲事業案，目前尚在評估中，本公司並
未對外發布相關訊息，特此說明。待有實際交易對象後，將另行依規定公告。
6.因應措施:不適用
7.其他應敘明事項:無"
"114","<U+00A0>105/08/19","<U+00A0>14:01:54","<U+00A0>石春美","<U+00A0>特助","<U+00A0>
本公司有價證券近期多次達公佈注意交易資訊標準，故公告
相關訊息，以利投資人區別瞭解。","1.事實發生日:105/08/19
2.發生緣由:依主管機關要求，本公司有價證券近期多次達公佈注
意交易資訊標準，故公告相關訊息，以利投資人區別瞭解。
3.財務業務資訊:
(1)單月(百萬元)
科目          105年7月     104年7月    與去年同期增減%
營業收入        393.50       353.62            11.28%
稅前淨利          4.42        32.96           -86.59%
稅後淨利          1.95        25.42           -92.33%
每股盈餘(元)      0.02         0.32           -93.75%


(2)最近二個月累計(百萬元)
科目         105年6~7月    104年6~7月   與去年同期增減%
營業收入        735.34        713.86             3%
稅前淨利          4.38         47.31         - 90.74%
稅後淨利         -4.98         32.51          盈轉虧
每股盈餘(元)     -0.06          0.41          盈轉虧


(3)單季(百萬元)
科目        105年第2季     104年第2季   與去年同期增減%
營業收入      1,044.00       1,112.20            6.13%
稅前淨利         62.42          12.12          415.00%
稅後淨利         43.02           4.73          809.51%
每股盈餘(元)      0.54           0.05          980.00%


(4)最近四季累計(百萬元)
科目             104年第3季~105年第2季
營業收入                 4,902.81
稅前淨利                   235.89
稅後淨利                   179.05
每股盈餘(元)                 2.24


註1:以上105年6月、7月及去年同期比較數之財務資料係本公司
    採IFRS會計準則編制之合併核閱數，未經會計師查核(核閱)
    ，僅供投資人參考。
註2:最近一季105年第2季係指單季數字，非為最近財務報告中之
    累計數字，且係本公採IFRS會計準則編製之合併數，業經會
    計師核閱，僅供投資人參考。
註3:最近四季累計係本公司104年第3季至105年第2季採IFRS編製
    之合併數，業經會計師查核(閱)，僅供投資人參考。
4.有無「財團法人中華民國證券櫃檯買賣中心對有價證券上櫃公司
重大訊息之查證暨公開處理程序 」第4條所列重大訊息之情事（如
「有」，請說明）:無
5.有無「財團法人中華民國證券櫃檯買賣中心對有價證券上櫃公司
重大訊息之查證暨公開處理程序」第11條所列重大訊息說明記者會
之情事:無
6.其他應敘明事項:無"
